tier,puuid,leaguePoints,wins,losses,hotStreak,veteran,freshBlood,inactive
MASTER,f4xDiupU_HaX9_yvID5tNAKOflFx8jwfFUwxUJ4lbQc0O3oSNsM_30X3Mnd3ziA8Ow9nJkN1elWk1A,583,122,87,True,False,False,False
MASTER,iTJ0UEvz5O-jgxFU0d8XF7GKbNUwzgEhPzW0HTkZoLLcXNEhOQWbpg2X1swRvi3OgNK3O5y80S-ohg,249,36,24,False,False,False,False
MASTER,q8xV5cStSGV_okI0nDF0MlUYfooSMAhjXIhMBQgib2NUkpsrbomw4tM8umLhTChV9KQK9c1pa1HcUw,367,49,42,False,False,False,False
MASTER,31hHXTjlJQzCJLjsjacccbAvA4teSwlGHytw8mq_WAY_fnGqD8fQmXFB38VDnbeouIby97OOPasizQ,357,43,29,True,False,False,False
MASTER,VCEeTVWocwCAkruR0Mlq3MhZA24b5Qu7rODL0wSdjydMWaHUE5g7KHbWUpFCRORVweQ92ExycGH1hA,65,60,57,False,False,True,False
MASTER,Gq4DqrqLDz1FEhvWhWlbRCgEQBruHQX1uGfzvFh7gO6yluC5tYgQWmnnA_n3i_P9zJ7l5ps7wjIblw,281,43,32,False,False,False,False
MASTER,qbN3-_BiE57_kAU3t2Ph4nME709CyOTB9ZPTIgJIICcVF2U3j6iogtdhv_dCJvYGf64AEyTcBfei8A,198,30,25,False,False,False,False
MASTER,y6W5XCuxB7_n9Swwk9g4Sflmj0m0Y_bm9XI-t_Yb79RGcciGFsDxQ5CdTeuYuc7w38Drhq9avzidYw,354,168,203,True,True,False,False
MASTER,04rd3_gfpGBQZF4OEzUYdRxmSjVq6zbyYxcPlb9QmfIRsZCSKmB8TysV8PaSjYNBxdu4L9Q8j1Sk0g,393,76,72,False,False,False,False
MASTER,IBlN258bixrPgj4GRwFl-c_lB0Bf_P6RXUYbzjpdLfZrmf040PaD2iPSPjYzZVYiAgclleK-VjH_tw,235,90,79,False,False,False,False
MASTER,YcOwyyUvf5yPBn4tJsBOm5vQJ0BUVr3wS2vtHY1GBz-py1PA6SJwc1bLoDBJPO3ImY3ffj8AnlJWCQ,59,35,47,False,False,False,False
MASTER,wyeiQsrAnw5aKXO8BH5gv1oAt4YrFaHZQ_-PnysOdS80zaNkAIGSMWJtnkeAN_1RjmMtxs4le7ljsg,54,67,94,False,False,False,False
CHALLENGER,8hhtVEhWT2PHJPQeR0NZdW6WVy5usTFW0zsLSM99ypq1dzOgXqPnUgH30waPc6uatZjaafuI1BZZ_A,1128,75,47,True,False,True,False
MASTER,Dtp2jsHZhdovLPxH28qvZpoLvcefH6qOqacu8uG2_T5Yd8OR7ssyt0_rcqRA1NtTE_GGOOZlmj_x4w,462,110,88,True,False,False,False
GRANDMASTER,gRahCTPdvYvSAwyuwsiviT1QuO-2u0bU9uyLWUomf21bv-Z5FIyYpSyTQCgA4YIoU_guBSECbQODuQ,892,94,64,False,False,True,False
MASTER,NSpfM1lQJmavNGFNS1qWBp_zc6yKfWLPH2_ArFVcbu5kLHCNEf_J1Omemsz7tcDBmrIKa9JfH5CCuQ,16,63,60,False,False,True,False
MASTER,hPm8RJQ7sFF1plXqw-NMuNqH6L0N80_3Huz2yWfdDId9aL-TnJEuEFPQQXXRkeZgfdwE_QXCGpHx_A,136,32,26,False,False,False,False
MASTER,KvBWsHuX5wsHnSGinTyIRoLbkgtj7t5bNIUGi2NT1BqUxxvYzgCNjovk3-U_nrP7T8mZ5y7soXi_MA,35,255,227,False,False,True,False
MASTER,HDXNL0AghZcU5v9AY32D0Lq6UJvEJvLK-ZPp99PrJC3JLU4rGr-psv1_ex579Jle6vJkGyNprZbOFA,0,80,91,False,False,False,False
MASTER,PJ-rq2qy7dCYAAXc6OnMoBLo0w4VeR5XWWwBDZ0Cc68W23DdRU6mSch5QOv2GKVxAbIL4XIgPhX1eA,446,65,62,False,False,False,False
MASTER,UM6WvEuiFlR8PSg9GrMWd7k4zqF5acBUN6vKoKPOPwx5B3mb4Vuuoasxm8PbpiSxSluRH180ORARbg,302,75,78,False,False,False,False
MASTER,FBD99GSby_atQGgOXdoH5c9ocPNsuODkXSpw45LKzW7aIcbBY_sJ9sI4Wh49LTcMynWJ8_2VIqL-3w,0,29,22,False,False,False,False
GRANDMASTER,VwnFt64aZvp-b05avv930cJNcWQaGyeqoQ2b8Q0HzDndftyFZB5Xk6mmW_ELr_7WRmGMFcSi6RKjqg,705,75,64,False,False,False,False
MASTER,-t_NYA-yROJc7nuXWYhQw1aSG3cIq3BUIiUlmLAlohXHZWctvz7P3OwDuHpWc9zGxVzMYnycT-Cuig,57,49,45,False,False,False,False
MASTER,gvKHFAdd2XUZAvPOYUHClTunVNqtZHlY-7GuZFiqxsYYdj86EJAGk1QoJaXdg8zqhf3aocfchvV_jQ,273,72,49,False,False,False,False
MASTER,QOJzROeij-ll-FybBtpZbw287w87e4lrSvYyTl13G4if8pQ1r32cEN-H2-Clh1HNv55bp5AApigiAg,217,84,83,False,False,False,False
MASTER,vK8MYyPoScbIHubJXT1a4N27MhN_zktK0ivG4VDnxy1ZteT3xiwVLgrWTEIAQnyDL0MKOB3b7SFQmg,514,97,87,True,False,True,False
MASTER,1QVDKLovq-m4Xkc8u2t6RjhdgBIzWZkTrS6Oe7_Gv4FfO9BQxeJZDnbneidY252HDemRbNdokgAx2g,522,47,36,False,False,False,False
MASTER,Ccjt7oIL2q-DFL6NUZ1J5LheWwrC79NIwVJfAOx7dFEacH8DaXMOoesSH8oky4yB1u_B9pgBfh01Xw,338,56,48,False,False,False,False
