matchId,gameMode,queueId,gameDuration,tier,platform
VN2_1251878281,CLASSIC,440,1922,BRONZE,br1
VN2_1230774102,CLASSIC,420,2013,BRONZE,br1
VN2_1252981794,URF,900,1495,BRONZE,br1
VN2_1250969865,CLASSIC,420,1800,BRONZE,br1
VN2_1248791696,CLASSIC,420,2333,BRONZE,br1
VN2_1247406977,CLASSIC,420,1965,BRONZE,br1
VN2_1229579200,CLASSIC,420,947,BRONZE,br1
VN2_1242440321,CLASSIC,420,2098,BRONZE,br1
VN2_1249470643,CHERRY,1700,1554,BRONZE,br1
VN2_1161099538,URF,900,1149,BRONZE,br1
VN2_1242789939,CLASSIC,420,2270,BRONZE,br1
VN2_1246700482,URF,900,1493,BRONZE,br1
VN2_1250919784,CLASSIC,440,1890,BRONZE,br1
VN2_1212592083,SWIFTPLAY,480,1646,BRONZE,br1
VN2_1245465618,CLASSIC,420,1360,BRONZE,br1
VN2_1200033899,URF,900,1275,BRONZE,br1
VN2_1222779333,CLASSIC,420,1782,BRONZE,br1
VN2_1248575051,URF,900,1558,BRONZE,br1
VN2_1252122816,CLASSIC,420,1606,BRONZE,br1
VN2_1249401765,CLASSIC,420,2168,BRONZE,br1
