matchId,gameMode,queueId,gameDuration,tier,platform
VN2_1253982459,URF,900,1114,BRONZE,br1
VN2_1247892554,CLASSIC,420,2100,BRONZE,br1
VN2_1222055338,CLASSIC,420,2364,BRONZE,br1
VN2_1221487716,CLASSIC,440,1797,BRONZE,br1
VN2_1205108921,CLASSIC,420,2226,BRONZE,br1
VN2_1203990318,URF,900,1052,BRONZE,br1
VN2_1236885587,CLASSIC,420,2155,BRONZE,br1
VN2_1253230557,CLASSIC,420,1663,BRONZE,br1
VN2_1252293205,CLASSIC,420,1769,BRONZE,br1
VN2_1242746898,CLASSIC,420,2023,BRONZE,br1
VN2_1240748495,CLASSIC,420,1425,BRONZE,br1
VN2_1245119634,CLASSIC,440,1184,BRONZE,br1
VN2_1195036222,URF,900,1209,BRONZE,br1
VN2_1234354362,CLASSIC,420,1417,BRONZE,br1
VN2_1247043129,CLASSIC,420,109,BRONZE,br1
VN2_1246513885,CLASSIC,440,1720,BRONZE,br1
VN2_1203235343,URF,900,623,BRONZE,br1
VN2_1251462723,CLASSIC,400,1784,BRONZE,br1
VN2_1087544994,CLASSIC,420,1922,BRONZE,br1
VN2_1233208033,URF,900,1680,BRONZE,br1
VN2_1211941077,ARAM,450,995,BRONZE,br1
VN2_1246823549,CLASSIC,420,2660,BRONZE,br1
VN2_1124437352,CLASSIC,420,1434,BRONZE,br1
VN2_1236984854,CLASSIC,420,2007,BRONZE,br1
VN2_1250554680,CLASSIC,420,2765,BRONZE,br1
VN2_1246611513,CLASSIC,420,3011,BRONZE,br1
VN2_1246973676,CLASSIC,420,2247,BRONZE,br1
VN2_1240528786,SWIFTPLAY,480,1516,BRONZE,br1
VN2_1251736220,CLASSIC,420,2541,BRONZE,br1
VN2_1242194891,CLASSIC,420,2548,BRONZE,br1
VN2_1253902453,URF,900,1432,BRONZE,br1
VN2_1251610089,CLASSIC,440,1790,BRONZE,br1
VN2_1243105084,URF,900,938,BRONZE,br1
VN2_1189019525,URF,900,1303,BRONZE,br1
VN2_1216463595,CLASSIC,420,2201,BRONZE,br1
VN2_1226730567,CLASSIC,420,195,BRONZE,br1
VN2_1254593353,CLASSIC,440,2110,BRONZE,br1
VN2_1185051419,CLASSIC,440,2320,BRONZE,br1
VN2_1248829086,CLASSIC,440,2185,BRONZE,br1
VN2_1246621241,CLASSIC,420,258,BRONZE,br1
VN2_1243940187,CLASSIC,420,1924,BRONZE,br1
VN2_1253896971,URF,900,1285,BRONZE,br1
VN2_1250381126,CLASSIC,420,2202,BRONZE,br1
VN2_1250201362,CLASSIC,420,80,BRONZE,br1
VN2_1220488045,CLASSIC,420,1383,BRONZE,br1
VN2_1252185077,URF,900,982,BRONZE,br1
VN2_1231695571,CLASSIC,420,2379,BRONZE,br1
VN2_1235313191,CLASSIC,420,1011,BRONZE,br1
VN2_1253154018,CLASSIC,420,1823,BRONZE,br1
VN2_1247174134,URF,900,1435,BRONZE,br1
VN2_1252494470,CLASSIC,420,1395,BRONZE,br1
VN2_1129910228,CLASSIC,420,1920,BRONZE,br1
VN2_1241595084,CLASSIC,420,1537,BRONZE,br1
VN2_1223727844,CLASSIC,420,2071,BRONZE,br1
VN2_1243943274,URF,900,1571,BRONZE,br1
VN2_1251749052,CLASSIC,420,951,BRONZE,br1
VN2_1253647105,URF,900,1307,BRONZE,br1
VN2_1250563828,CLASSIC,420,1701,BRONZE,br1
VN2_1250126176,URF,900,869,BRONZE,br1
VN2_1195219211,CLASSIC,420,2067,BRONZE,br1
VN2_1232828084,CLASSIC,400,2897,BRONZE,br1
VN2_1170462379,CLASSIC,420,1778,BRONZE,br1
VN2_1210885773,CLASSIC,420,1483,BRONZE,br1
VN2_1239293326,CLASSIC,420,1223,BRONZE,br1
VN2_1155606805,CLASSIC,420,2414,BRONZE,br1
VN2_1246605683,CLASSIC,420,1828,BRONZE,br1
VN2_1240558861,URF,900,1732,BRONZE,br1
VN2_1247050005,SWIFTPLAY,480,1063,BRONZE,br1
VN2_1210523888,CLASSIC,440,1581,BRONZE,br1
VN2_1246552545,CLASSIC,420,1893,BRONZE,br1
VN2_1253604548,SWIFTPLAY,480,1740,BRONZE,br1
VN2_1216240177,CLASSIC,420,2834,BRONZE,br1
VN2_1252318085,CLASSIC,420,2062,BRONZE,br1
VN2_1248297343,ARAM,450,1523,BRONZE,br1
VN2_1253298164,CLASSIC,420,1771,BRONZE,br1
VN2_1240892300,CLASSIC,420,2247,BRONZE,br1
VN2_1252887836,URF,900,1199,BRONZE,br1
VN2_1140603845,CLASSIC,420,1746,BRONZE,br1
VN2_1239727380,CLASSIC,420,1443,BRONZE,br1
VN2_1027196949,CLASSIC,420,1495,BRONZE,br1
VN2_1249846069,URF,900,735,BRONZE,br1
VN2_1251411468,CLASSIC,400,2092,BRONZE,br1
VN2_1212487681,CLASSIC,420,2247,BRONZE,br1
VN2_1250895229,URF,900,776,BRONZE,br1
VN2_1250267484,URF,900,1595,BRONZE,br1
VN2_1230699361,CLASSIC,420,1669,BRONZE,br1
VN2_1246458103,CLASSIC,420,1437,BRONZE,br1
VN2_1250036702,URF,900,1052,BRONZE,br1
VN2_1220971653,CLASSIC,420,1876,BRONZE,br1
VN2_1245310879,URF,900,1409,BRONZE,br1
VN2_1250895491,CLASSIC,420,2117,BRONZE,br1
VN2_1254642715,CLASSIC,440,2013,BRONZE,br1
VN2_1242159016,ARAM,450,1037,BRONZE,br1
VN2_1222453382,CLASSIC,440,2616,BRONZE,br1
VN2_1239908024,CLASSIC,420,1460,BRONZE,br1
VN2_1249291031,CLASSIC,420,1537,BRONZE,br1
VN2_1229813082,CLASSIC,400,1829,BRONZE,br1
VN2_1234532526,CLASSIC,420,2532,BRONZE,br1
VN2_1247652642,CLASSIC,440,1784,BRONZE,br1
VN2_1227943640,CLASSIC,420,3069,BRONZE,br1
VN2_1252194903,CLASSIC,440,1233,BRONZE,br1
VN2_1252165097,URF,900,1729,BRONZE,br1
VN2_1227475293,CLASSIC,420,1918,BRONZE,br1
VN2_1249914237,CLASSIC,420,2065,BRONZE,br1
VN2_1241743488,CLASSIC,420,1734,BRONZE,br1
VN2_1253280221,CLASSIC,440,2210,BRONZE,br1
VN2_1193173990,CLASSIC,400,1135,BRONZE,br1
VN2_1222818146,CLASSIC,420,1576,BRONZE,br1
VN2_1224551545,CLASSIC,420,1657,BRONZE,br1
VN2_1253611129,ARAM,450,1128,BRONZE,br1
VN2_1253804398,CLASSIC,420,1958,BRONZE,br1
VN2_1208861583,CLASSIC,420,1207,BRONZE,br1
VN2_1247995324,URF,900,986,BRONZE,br1
VN2_1216547437,CLASSIC,420,2225,BRONZE,br1
VN2_1254651029,CLASSIC,420,1948,BRONZE,br1
VN2_1241603227,CLASSIC,420,2470,BRONZE,br1
VN2_1248832553,CLASSIC,420,2131,BRONZE,br1
VN2_1249780571,URF,900,1781,BRONZE,br1
VN2_1252938208,CLASSIC,420,1920,BRONZE,br1
VN2_1182175505,CLASSIC,420,1788,BRONZE,br1
VN2_1199991261,URF,900,1337,BRONZE,br1
VN2_1252030195,URF,900,1112,BRONZE,br1
VN2_1237140853,CLASSIC,420,2261,BRONZE,br1
VN2_1251895215,ARAM,450,995,BRONZE,br1
VN2_1235679738,CLASSIC,420,2176,BRONZE,br1
VN2_1236303243,CLASSIC,420,1833,BRONZE,br1
VN2_1237330313,CHERRY,1700,1391,BRONZE,br1
VN2_1242572665,URF,900,1467,BRONZE,br1
VN2_1214699031,CLASSIC,420,2082,BRONZE,br1
VN2_1252870181,ARAM,450,1169,BRONZE,br1
VN2_1252806064,CLASSIC,420,1457,BRONZE,br1
VN2_1247276066,CLASSIC,440,1635,BRONZE,br1
VN2_1245973551,ARAM,450,1145,BRONZE,br1
VN2_1253297990,ARAM,450,937,BRONZE,br1
VN2_1243638074,CLASSIC,420,1698,BRONZE,br1
VN2_1252271517,CLASSIC,420,1813,BRONZE,br1
VN2_1249965059,CLASSIC,420,1339,BRONZE,br1
VN2_1056662098,CLASSIC,420,1918,BRONZE,br1
VN2_1249549445,CLASSIC,420,1691,BRONZE,br1
VN2_1239731018,URF,900,1482,BRONZE,br1
VN2_1222223279,CLASSIC,420,1515,BRONZE,br1
VN2_1250507607,URF,900,1514,BRONZE,br1
VN2_1225199102,CLASSIC,420,1100,BRONZE,br1
VN2_1253988869,CLASSIC,420,80,BRONZE,br1
VN2_1154386275,CLASSIC,420,110,BRONZE,br1
VN2_1253271315,CLASSIC,420,1731,BRONZE,br1
VN2_1253327713,CLASSIC,440,2331,BRONZE,br1
VN2_1239572380,CLASSIC,420,2767,BRONZE,br1
VN2_1241104436,URF,900,965,BRONZE,br1
VN2_1237131040,CLASSIC,400,934,BRONZE,br1
VN2_1239888354,CLASSIC,420,2031,BRONZE,br1
VN2_1246583966,CLASSIC,420,1692,BRONZE,br1
VN2_1239291957,URF,900,971,BRONZE,br1
VN2_1253385249,CLASSIC,420,1987,BRONZE,br1
VN2_1239436650,CLASSIC,420,2382,BRONZE,br1
VN2_1238855741,CLASSIC,420,1661,BRONZE,br1
VN2_1241634633,CLASSIC,420,2189,BRONZE,br1
VN2_1204100177,URF,900,1490,BRONZE,br1
VN2_1226425190,CLASSIC,440,1192,BRONZE,br1
VN2_1243549762,CLASSIC,420,2952,BRONZE,br1
VN2_1252360450,CLASSIC,440,1771,BRONZE,br1
VN2_1252514776,CLASSIC,420,2010,BRONZE,br1
VN2_1252901046,CLASSIC,420,2285,BRONZE,br1
VN2_1247900037,URF,900,1307,BRONZE,br1
VN2_1242179681,SWIFTPLAY,480,868,BRONZE,br1
VN2_1234389177,CLASSIC,420,2311,BRONZE,br1
VN2_1252557722,CLASSIC,420,1612,BRONZE,br1
VN2_1200539299,URF,900,1408,BRONZE,br1
VN2_1244985610,CLASSIC,440,2228,BRONZE,br1
VN2_1246615873,CLASSIC,420,1688,BRONZE,br1
VN2_1151652129,CLASSIC,420,1635,BRONZE,br1
VN2_1249704436,CLASSIC,420,2329,BRONZE,br1
VN2_1100298425,ARAM,450,1637,BRONZE,br1
VN2_1227767692,CLASSIC,420,2295,BRONZE,br1
VN2_1249529867,CLASSIC,420,2789,BRONZE,br1
VN2_1224649510,CLASSIC,420,1859,BRONZE,br1
VN2_1246684131,CLASSIC,420,2456,BRONZE,br1
VN2_1235646828,URF,900,640,BRONZE,br1
VN2_1231756915,CLASSIC,420,1587,BRONZE,br1
VN2_1244335200,URF,900,1288,BRONZE,br1
VN2_1251440283,CLASSIC,420,1608,BRONZE,br1
VN2_1245503634,CLASSIC,420,2032,BRONZE,br1
VN2_1243691365,CLASSIC,420,1776,BRONZE,br1
VN2_1153393376,CLASSIC,420,1486,BRONZE,br1
VN2_1254194497,CLASSIC,420,1749,BRONZE,br1
VN2_1248417272,URF,900,1315,BRONZE,br1
VN2_1184440031,CLASSIC,420,2583,BRONZE,br1
VN2_1254399136,CLASSIC,420,1005,BRONZE,br1
VN2_1216133912,CLASSIC,420,1338,BRONZE,br1
VN2_1206899222,CLASSIC,400,1488,BRONZE,br1
VN2_1220329245,CLASSIC,420,2569,BRONZE,br1
VN2_1253449784,URF,900,1208,BRONZE,br1
VN2_1244257319,CLASSIC,420,1852,BRONZE,br1
VN2_1165481389,URF,900,1403,BRONZE,br1
VN2_1251815733,CLASSIC,440,2109,BRONZE,br1
VN2_1239541410,CLASSIC,420,2087,BRONZE,br1
VN2_1243731456,CLASSIC,420,1544,BRONZE,br1
VN2_1240579493,ARAM,450,1065,BRONZE,br1
VN2_1231779961,URF,900,1031,BRONZE,br1
VN2_1251865685,CLASSIC,420,66,BRONZE,br1
VN2_1249611552,CLASSIC,440,2303,BRONZE,br1
VN2_1252161423,URF,900,791,BRONZE,br1
VN2_1245822594,CLASSIC,420,1825,BRONZE,br1
VN2_1241448431,URF,900,1507,BRONZE,br1
VN2_1246195727,ARAM,450,1402,BRONZE,br1
VN2_1247746857,CLASSIC,440,2684,BRONZE,br1
VN2_1232633619,CLASSIC,420,1536,BRONZE,br1
VN2_1199559719,CLASSIC,420,1516,BRONZE,br1
VN2_1192881400,SWIFTPLAY,480,1747,BRONZE,br1
VN2_1244217863,CLASSIC,420,1163,BRONZE,br1
VN2_1193564106,URF,900,1123,BRONZE,br1
VN2_1250179217,CLASSIC,440,80,BRONZE,br1
VN2_1246577107,URF,900,1515,BRONZE,br1
VN2_1254669217,CLASSIC,420,93,BRONZE,br1
VN2_1127449686,CLASSIC,420,1589,BRONZE,br1
VN2_1250849037,CLASSIC,420,1685,BRONZE,br1
VN2_1250828992,CLASSIC,420,2006,BRONZE,br1
VN2_1213640424,CLASSIC,420,917,BRONZE,br1
VN2_1251958288,SWIFTPLAY,480,1417,BRONZE,br1
VN2_1229443941,CLASSIC,400,1359,BRONZE,br1
VN2_1240854574,CLASSIC,420,71,BRONZE,br1
VN2_1251978860,CLASSIC,420,1372,BRONZE,br1
VN2_1221457760,CLASSIC,420,2601,BRONZE,br1
VN2_1254558355,CHERRY,1700,1646,BRONZE,br1
VN2_1209292038,CLASSIC,420,2029,BRONZE,br1
VN2_1228318305,CLASSIC,420,1413,BRONZE,br1
VN2_1251797093,CLASSIC,420,1444,BRONZE,br1
VN2_1222176677,CLASSIC,400,2412,BRONZE,br1
VN2_1209125332,CLASSIC,420,1868,BRONZE,br1
VN2_1239639638,CLASSIC,420,1776,BRONZE,br1
VN2_1214215105,CLASSIC,420,1410,BRONZE,br1
VN2_1243079115,CLASSIC,440,2238,BRONZE,br1
VN2_1223851616,CLASSIC,420,1436,BRONZE,br1
VN2_1237677435,CLASSIC,440,1238,BRONZE,br1
VN2_1250932312,CLASSIC,420,1080,BRONZE,br1
VN2_1231297035,CLASSIC,420,2102,BRONZE,br1
VN2_1166340175,CLASSIC,420,128,BRONZE,br1
VN2_1226457607,CLASSIC,420,2072,BRONZE,br1
VN2_1204274329,CLASSIC,420,1874,BRONZE,br1
VN2_1163603363,CLASSIC,440,1691,BRONZE,br1
VN2_1248501139,CLASSIC,400,1170,BRONZE,br1
VN2_1210294916,CLASSIC,420,2217,BRONZE,br1
VN2_1254514219,CLASSIC,420,1646,BRONZE,br1
VN2_1248538008,CLASSIC,420,2416,BRONZE,br1
VN2_1220423916,CLASSIC,420,1713,BRONZE,br1
VN2_1246828936,URF,900,1049,BRONZE,br1
VN2_1235482955,CLASSIC,420,2002,BRONZE,br1
VN2_1252780022,CLASSIC,420,1661,BRONZE,br1
VN2_1251692886,URF,900,876,BRONZE,br1
VN2_1205572282,URF,900,894,BRONZE,br1
VN2_1254607264,URF,900,1292,BRONZE,br1
VN2_1251189796,CLASSIC,420,1099,BRONZE,br1
VN2_1221797216,CLASSIC,440,2430,BRONZE,br1
VN2_1218074008,CLASSIC,420,1568,BRONZE,br1
VN2_1234157137,CLASSIC,420,1508,BRONZE,br1
VN2_1213368518,CLASSIC,420,978,BRONZE,br1
VN2_1253931534,CLASSIC,420,1836,BRONZE,br1
VN2_1221302345,SWIFTPLAY,480,1048,BRONZE,br1
VN2_1242668609,CLASSIC,420,2133,BRONZE,br1
VN2_1231973467,URF,900,1359,BRONZE,br1
VN2_1210135336,CLASSIC,420,1912,BRONZE,br1
VN2_1194972911,CLASSIC,420,1782,BRONZE,br1
VN2_1215849318,CLASSIC,420,1970,BRONZE,br1
VN2_1238735601,ARAM,450,865,BRONZE,br1
VN2_1254599699,CLASSIC,420,2646,BRONZE,br1
VN2_1243858531,CLASSIC,400,1569,BRONZE,br1
VN2_1246577116,CLASSIC,440,1736,BRONZE,br1
VN2_1237774362,CLASSIC,420,2385,BRONZE,br1
VN2_1209546911,CLASSIC,420,139,BRONZE,br1
VN2_1254380036,URF,900,1465,BRONZE,br1
VN2_1230369353,CLASSIC,420,1669,BRONZE,br1
VN2_1227619778,CLASSIC,420,1986,BRONZE,br1
VN2_1221031240,CLASSIC,420,2095,BRONZE,br1
VN2_1248474513,CLASSIC,420,2437,BRONZE,br1
VN2_1252245589,URF,900,1687,BRONZE,br1
VN2_1253373067,CLASSIC,420,1524,BRONZE,br1
VN2_1242631896,CLASSIC,420,1862,BRONZE,br1
VN2_1233745179,CLASSIC,420,1420,BRONZE,br1
VN2_1252110058,CLASSIC,440,1798,BRONZE,br1
VN2_1230080533,CLASSIC,420,2232,BRONZE,br1
VN2_1250181178,URF,900,1235,BRONZE,br1
VN2_1253954271,CLASSIC,420,1745,BRONZE,br1
VN2_1115172282,CLASSIC,420,2070,BRONZE,br1
VN2_1251770115,CLASSIC,420,1992,BRONZE,br1
VN2_1244976201,CLASSIC,420,1790,BRONZE,br1
VN2_1214445365,CLASSIC,420,1587,BRONZE,br1
VN2_1185425159,CLASSIC,400,1208,BRONZE,br1
VN2_1254599099,CLASSIC,440,1668,BRONZE,br1
VN2_1251522132,CLASSIC,440,1498,BRONZE,br1
VN2_1243436264,CLASSIC,420,1819,BRONZE,br1
VN2_1249098709,URF,900,1617,BRONZE,br1
VN2_1236298494,CLASSIC,420,1833,BRONZE,br1
VN2_1241457704,CLASSIC,440,1457,BRONZE,br1
VN2_1248822299,CLASSIC,420,2277,BRONZE,br1
VN2_1253101881,CLASSIC,420,1690,BRONZE,br1
VN2_1254272869,CLASSIC,420,2808,BRONZE,br1
VN2_1248186317,CLASSIC,440,942,BRONZE,br1
VN2_1254366316,URF,900,1134,BRONZE,br1
VN2_1198078777,CLASSIC,420,1849,BRONZE,br1
VN2_1254565763,CLASSIC,420,2047,BRONZE,br1
VN2_1247141720,URF,900,1604,BRONZE,br1
VN2_1246757876,CLASSIC,420,1493,BRONZE,br1
VN2_1223953791,CLASSIC,420,931,BRONZE,br1
VN2_1253021155,URF,900,1587,BRONZE,br1
VN2_1242343898,URF,900,1672,BRONZE,br1
VN2_1170381842,CLASSIC,420,2446,BRONZE,br1
VN2_1250609587,CLASSIC,420,1705,BRONZE,br1
VN2_1248402769,CLASSIC,440,2550,BRONZE,br1
VN2_1134029498,CLASSIC,420,1926,BRONZE,br1
VN2_1216749229,CLASSIC,420,1826,BRONZE,br1
VN2_1240316859,CLASSIC,420,2712,BRONZE,br1
VN2_1185564522,CLASSIC,420,1783,BRONZE,br1
VN2_1251796175,CLASSIC,420,947,BRONZE,br1
VN2_1223382166,CLASSIC,440,1096,BRONZE,br1
VN2_1212881951,CLASSIC,420,1982,BRONZE,br1
VN2_1249364312,CLASSIC,420,1460,BRONZE,br1
VN2_1252594924,CLASSIC,440,2303,BRONZE,br1
VN2_1253934446,URF,900,1410,BRONZE,br1
VN2_1225370426,CLASSIC,440,946,BRONZE,br1
VN2_1254247839,CLASSIC,420,1713,BRONZE,br1
VN2_1240112654,CLASSIC,420,1694,BRONZE,br1
VN2_1211550559,CLASSIC,420,1681,BRONZE,br1
VN2_1254275009,CLASSIC,420,1287,BRONZE,br1
VN2_1249468117,URF,900,1500,BRONZE,br1
VN2_1246518848,URF,900,1530,BRONZE,br1
VN2_1247471981,CLASSIC,420,2128,BRONZE,br1
VN2_1251608914,CLASSIC,420,2320,BRONZE,br1
VN2_1209386733,CLASSIC,420,2135,BRONZE,br1
VN2_1252549443,CLASSIC,420,1969,BRONZE,br1
VN2_1232885375,CLASSIC,420,1833,BRONZE,br1
VN2_1243338995,CLASSIC,400,1745,BRONZE,br1
VN2_1254076314,URF,900,961,BRONZE,br1
VN2_1231496312,CLASSIC,420,2008,BRONZE,br1
VN2_1227707562,CLASSIC,420,2110,BRONZE,br1
VN2_1248969683,CLASSIC,420,1838,BRONZE,br1
VN2_1254415837,URF,900,988,BRONZE,br1
VN2_1220736035,CLASSIC,420,2021,BRONZE,br1
VN2_1239803968,CLASSIC,420,2418,BRONZE,br1
VN2_1247063059,CLASSIC,440,1810,BRONZE,br1
VN2_1145734476,URF,900,1411,BRONZE,br1
VN2_1252627262,CLASSIC,420,2515,BRONZE,br1
VN2_1189305944,URF,900,1059,BRONZE,br1
VN2_1242943253,CLASSIC,420,1843,BRONZE,br1
VN2_1238765254,ARAM,450,1242,BRONZE,br1
VN2_1208702913,CLASSIC,420,2111,BRONZE,br1
VN2_1216715005,CLASSIC,420,1591,BRONZE,br1
VN2_1253051400,URF,900,1038,BRONZE,br1
VN2_1205631338,CLASSIC,420,1661,BRONZE,br1
VN2_1219256335,CLASSIC,420,1769,BRONZE,br1
VN2_1234218369,CLASSIC,440,919,BRONZE,br1
VN2_1248337233,URF,900,1400,BRONZE,br1
VN2_941438565,ARAM,450,1038,BRONZE,br1
VN2_1239699425,CLASSIC,420,2924,BRONZE,br1
VN2_1253394838,CLASSIC,420,2635,BRONZE,br1
VN2_1235910332,URF,900,1961,BRONZE,br1
VN2_1249170535,CLASSIC,400,2036,BRONZE,br1
VN2_1233260171,URF,900,1582,BRONZE,br1
VN2_1245891275,CLASSIC,420,2457,BRONZE,br1
VN2_1236607239,CLASSIC,420,2820,BRONZE,br1
VN2_1229534203,CLASSIC,420,2235,BRONZE,br1
VN2_1250515121,URF,900,1213,BRONZE,br1
VN2_1252451838,URF,900,1167,BRONZE,br1
VN2_1248831546,CLASSIC,420,1929,BRONZE,br1
VN2_1250395183,URF,900,839,BRONZE,br1
VN2_1117492872,CLASSIC,420,1771,BRONZE,br1
VN2_1249107173,CLASSIC,420,2166,BRONZE,br1
VN2_1078665179,CLASSIC,400,948,BRONZE,br1
VN2_1250819015,CLASSIC,420,2027,BRONZE,br1
VN2_1224795423,CLASSIC,420,2143,BRONZE,br1
VN2_1240084331,SWIFTPLAY,480,1214,BRONZE,br1
VN2_1227322497,CLASSIC,420,1746,BRONZE,br1
VN2_1249385143,CLASSIC,420,1923,BRONZE,br1
VN2_1254032417,CLASSIC,440,1177,BRONZE,br1
VN2_1232991411,URF,900,1523,BRONZE,br1
VN2_1241629706,CLASSIC,420,932,BRONZE,br1
VN2_1239802420,CLASSIC,440,1076,BRONZE,br1
VN2_1253847388,URF,900,1347,BRONZE,br1
VN2_1245245158,CLASSIC,420,883,BRONZE,br1
VN2_1223179590,CLASSIC,420,1720,BRONZE,br1
VN2_1253673723,CLASSIC,440,2181,BRONZE,br1
VN2_1254663157,CLASSIC,420,1867,BRONZE,br1
VN2_1248250933,CLASSIC,420,1872,BRONZE,br1
VN2_1248597490,CLASSIC,400,1369,BRONZE,br1
VN2_1227563682,CLASSIC,420,1820,BRONZE,br1
VN2_1252914898,CLASSIC,420,1325,BRONZE,br1
VN2_1232579879,CLASSIC,420,1966,BRONZE,br1
VN2_1252482841,CLASSIC,420,2307,BRONZE,br1
VN2_1241141413,CLASSIC,420,1893,BRONZE,br1
VN2_1253275613,CLASSIC,420,1553,BRONZE,br1
VN2_1245516941,CLASSIC,400,1785,BRONZE,br1
VN2_685558086,CLASSIC,420,2100,BRONZE,br1
VN2_1232339882,CLASSIC,420,1713,BRONZE,br1
VN2_1249915039,URF,900,1118,BRONZE,br1
VN2_1229500564,CLASSIC,420,1990,BRONZE,br1
VN2_1211738609,CLASSIC,420,2177,BRONZE,br1
VN2_1252132009,URF,900,1024,BRONZE,br1
VN2_1241437702,CLASSIC,420,972,BRONZE,br1
VN2_974134193,CLASSIC,420,1840,BRONZE,br1
VN2_1252349536,URF,900,1827,BRONZE,br1
VN2_1254555793,CLASSIC,440,1902,BRONZE,br1
VN2_1159090312,URF,900,1317,BRONZE,br1
VN2_1246075765,URF,900,1582,BRONZE,br1
VN2_1244032350,CLASSIC,420,2363,BRONZE,br1
VN2_1242009274,CLASSIC,420,935,BRONZE,br1
VN2_1230643222,CLASSIC,440,1520,BRONZE,br1
VN2_1234792107,URF,900,1169,BRONZE,br1
VN2_1249886836,URF,900,1601,BRONZE,br1
VN2_1209592880,CLASSIC,420,1284,BRONZE,br1
VN2_1203088123,CLASSIC,420,2017,BRONZE,br1
VN2_1242490205,URF,900,1359,BRONZE,br1
VN2_1223381616,CLASSIC,420,109,BRONZE,br1
VN2_1245074065,CLASSIC,420,2562,BRONZE,br1
VN2_1249151980,CLASSIC,420,1878,BRONZE,br1
VN2_1220109618,CLASSIC,420,1469,BRONZE,br1
VN2_1252203245,CLASSIC,420,1892,BRONZE,br1
VN2_1253870296,CLASSIC,420,1820,BRONZE,br1
VN2_1254625652,URF,900,1686,BRONZE,br1
VN2_1236933196,CLASSIC,400,2236,BRONZE,br1
VN2_1213502938,CLASSIC,420,2485,BRONZE,br1
VN2_1245263713,CLASSIC,420,2519,BRONZE,br1
VN2_1253496012,CLASSIC,420,82,BRONZE,br1
VN2_1199711553,CLASSIC,420,2128,BRONZE,br1
VN2_1251413124,CLASSIC,420,1933,BRONZE,br1
VN2_1250530333,URF,900,974,BRONZE,br1
VN2_1209394060,CLASSIC,420,1388,BRONZE,br1
VN2_1212111766,CLASSIC,420,1863,BRONZE,br1
VN2_1232703553,CLASSIC,420,1287,BRONZE,br1
VN2_1235691990,CLASSIC,440,2293,BRONZE,br1
VN2_1214900236,CLASSIC,440,2440,BRONZE,br1
VN2_1253385472,ARAM,450,1252,BRONZE,br1
VN2_1252383374,CLASSIC,420,95,BRONZE,br1
VN2_1251899536,URF,900,1153,BRONZE,br1
VN2_1251240684,CLASSIC,420,2114,BRONZE,br1
VN2_1246751394,URF,900,1560,BRONZE,br1
VN2_1247047080,SWIFTPLAY,480,1183,BRONZE,br1
VN2_1252109911,CLASSIC,420,2628,BRONZE,br1
VN2_1213767047,CLASSIC,420,2276,BRONZE,br1
VN2_1209364084,CLASSIC,420,1742,BRONZE,br1
VN2_1240715374,CLASSIC,420,1827,BRONZE,br1
VN2_1252105988,URF,900,1046,BRONZE,br1
VN2_1251203476,URF,900,1539,BRONZE,br1
VN2_1199270858,CLASSIC,420,1531,BRONZE,br1
VN2_1225374648,CLASSIC,420,1744,BRONZE,br1
VN2_1244265084,CLASSIC,420,1874,BRONZE,br1
VN2_774529075,ARAM,450,1445,BRONZE,br1
VN2_1246072336,CLASSIC,420,1239,BRONZE,br1
VN2_1254320056,URF,900,1235,BRONZE,br1
VN2_1239433207,CLASSIC,420,1771,BRONZE,br1
VN2_1228459395,CLASSIC,420,1219,BRONZE,br1
VN2_1254419061,CLASSIC,440,1973,BRONZE,br1
VN2_1197595707,CLASSIC,420,2348,BRONZE,br1
VN2_1229523475,CLASSIC,420,2523,BRONZE,br1
VN2_1246854808,CLASSIC,420,1117,BRONZE,br1
VN2_1138350956,CLASSIC,420,2157,BRONZE,br1
VN2_1211165392,CLASSIC,420,2251,BRONZE,br1
VN2_1249253026,URF,900,1042,BRONZE,br1
VN2_1250779557,URF,900,1059,BRONZE,br1
VN2_1138917019,ARAM,450,1244,BRONZE,br1
VN2_1242016946,URF,900,808,BRONZE,br1
VN2_1216972015,CLASSIC,420,2355,BRONZE,br1
VN2_1243718946,CLASSIC,420,1687,BRONZE,br1
VN2_1247950226,URF,900,1598,BRONZE,br1
VN2_1243335424,URF,900,1522,BRONZE,br1
VN2_1226908015,CLASSIC,420,2271,BRONZE,br1
VN2_1245353589,CLASSIC,420,1899,BRONZE,br1
VN2_1220463653,CLASSIC,420,1457,BRONZE,br1
VN2_1239708463,CLASSIC,440,2281,BRONZE,br1
VN2_1238391233,URF,900,1231,BRONZE,br1
VN2_1243054597,CLASSIC,420,2052,BRONZE,br1
VN2_1254579217,URF,900,1347,BRONZE,br1
VN2_1252371821,CLASSIC,420,1737,BRONZE,br1
VN2_1241714595,CLASSIC,420,2167,BRONZE,br1
VN2_1231676443,CLASSIC,420,1667,BRONZE,br1
VN2_1254326866,URF,900,1280,BRONZE,br1
VN2_1235663660,CLASSIC,420,1786,BRONZE,br1
VN2_1214368517,CLASSIC,420,1739,BRONZE,br1
VN2_1196374991,CLASSIC,420,1942,BRONZE,br1
VN2_1221179109,CLASSIC,420,2030,BRONZE,br1
VN2_815328905,CLASSIC,420,132,BRONZE,br1
VN2_1151048391,SWIFTPLAY,480,1317,BRONZE,br1
